commit	file	test	start	end	new	classes	sources	subjects	subject_witnesses	destinations	impact	evidence	bindings	needles
1f1d2daa	src/quake.rs	quake::tests::a_summon_is_placed_by_one_function_and_main_does_not_do_the_geometry	1418	1473	existing	"[""named body / positive requirement"", ""whole-source prohibition""]"	"[""include_str!(\""main.rs\"")""]"	[]	{}	{}	coverage changes: preserve union / audit needles	parsed dependency closure; inferred classification; see test body	"[""src/quake.rs:1419 quake::tests::a_summon_is_placed_by_one_function_and_main_does_not_do_the_geometry::MAIN""]"	"[""\""main.rs\"""", ""\""summoned_rect\"""", ""\""placement_on\"""", ""\""`{name}` is the summon's geometry and it is being done outside \\\n                 `quake::Quake::placement`, which is the one door the ruling asks for\"""", ""\""self.app.quake.placement(&screen, settings)\"""", ""\""the one door is not being called from the one place that shows the window\"""", ""r\""\\\\.\\DISPLAY1\"""", ""\""a display nobody has arranged the window on computes its shape, as it always did\"""", ""r\""\\\\.\\DISPLAY1\"""", ""\""and a rectangle the reader arranged with their own hand wins over the computed one\"""", ""\""restated at the scale the display has now, so it is the same size to the eye\""""]"
1f1d2daa	src/quake.rs	quake::summon_road_tests::the_summon_claim_is_asked_for_on_every_platform_at_every_turn	1683	1705	existing	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""main.rs\"")""]"	"[""settle_quake""]"	"{""settle_quake"": [{""symbol"": ""impl FolioApp::settle_quake"", ""start"": 117190, ""end"": 117248, ""moves"": false}]}"	{}	retained subject: no 2a move	parsed dependency closure; inferred classification; see test body	"[""src/quake.rs:1618 quake::summon_road_tests::MAIN""]"	"[""\"".and_then(|()| self.settle_quake(event_loop))\"""", ""\""settle_quake is on about_to_wait_inner's chain\"""", ""\""fn settle_quake(&mut self, event_loop: &ActiveEventLoop) -> Result<()> {\"""", ""\""settle_quake is declared in main.rs\"""", ""\""app.quake.reconcile(wanted.as_ref());\"""", ""\""and it reconciles the claim\"""", ""\""cfg\"""", ""\""nothing is asked about the platform between the turn and the claim\"""", ""\""self.windows\"""", ""\""and nothing is asked about a window either: a summon with no window \\\n             open is the whole case this key exists for\""""]"
1f1d2daa	src/restore.rs	restore::tests::the_dirty_gate_names_what_it_is_about_and_defaults_to_keeping_it	2508	2597	existing	"[""path / selector (§6.2(c))""]"	[]	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	[]	"[""\""a.txt\"""", ""\""b.md\"""", ""\""Discard unsaved changes to a.txt, b.md?\"""", ""\""only.rs\"""", ""\""Discard unsaved changes to only.rs?\"""", ""\""{request:?} is not an exit\"""", ""\""a.txt — build\"""", ""\""b.md — notes\"""", ""\""a.txt — build\"""", ""\""b.md — notes\"""", ""\""3000\"""", ""\""the dialog's own body answers nothing\"""", ""\""Discard unsaved changes to a.txt?\"""", ""\""a close-tab question offers no `Save all`\"""", ""\""nothing on this dialog recommends the destructive answer\"""", ""\""and it dims, because it stands in front of something already happening\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::every_bundled_scheme_parses_and_keeps_the_name_its_row_is_listed_under	821	848	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED""]"	"[""\""a bundled scheme did not parse: {:?}\"""", ""\""Folio Dark\"""", ""\""Folio Light\"""", ""\""Dracula\"""", ""\""Gruvbox Dark\"""", ""\""Gruvbox Light\"""", ""\""Nord\"""", ""\""One Half Dark\"""", ""\""One Half Light\"""", ""\""Solarized Dark\"""", ""\""Solarized Light\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::folios_own_two_schemes_are_the_constants_the_derivation_is_pinned_to	858	868	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED""]"	[]
1f1d2daa	src/schemes.rs	schemes::tests::a_row_offers_only_the_schemes_its_canvas_can_wear	872	896	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED""]"	"[""\""Folio Light\"""", ""\""Gruvbox Light\"""", ""\""One Half Light\"""", ""\""Solarized Light\"""", ""\""Folio Dark\"""", ""\""Dracula\"""", ""\""Gruvbox Dark\"""", ""\""Nord\"""", ""\""One Half Dark\"""", ""\""Solarized Dark\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_scheme_that_is_gone_falls_to_folios_own	901	917	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED""]"	"[""\""\"""", ""\""\"""", ""\""A Scheme Nobody Wrote\"""", ""\""Solarized Light\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::the_default_is_looked_up_canvas_first_and_not_name_first	933	951	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED"", ""src/schemes.rs:933 schemes::tests::the_default_is_looked_up_canvas_first_and_not_name_first""]"	"[""\""mine.json\"""", ""\""../../../assets/schemes/folio-light.json\"""", ""\""\\\""Folio Light\\\""\"""", ""\""\\\""Folio Dark\\\""\"""", ""\""Folio Dark\"""", ""\""Folio Dark\"""", ""\""Folio Dark\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_malformed_file_is_skipped_and_named	956	997	existing	"[""named body / positive requirement""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED"", ""src/schemes.rs:956 schemes::tests::a_malformed_file_is_skipped_and_named""]"	"[""\""folio-dark.json\"""", ""\""../../../assets/schemes/folio-dark.json\"""", ""\""broken.json\"""", ""r##\""{\""name\"":\""Broken\"",\""background\"":\""#not-a-colour\""}\""##"", ""\""half.json\"""", ""r##\""{\""name\"":\""Half\"",\""background\"":\""#101010\""}\""##"", ""\""gone.json\"""", ""\""the file could not be read: access is denied\"""", ""\""Folio Dark\"""", ""\""broken.json\"""", ""\""background\"""", ""\""the reason has to name the key: {}\"""", ""\""half.json\"""", ""\""foreground\"""", ""\""a missing key is named too: {}\"""", ""\""gone.json\"""", ""\""could not be read\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_user_file_may_retune_a_bundled_scheme_without_doubling_its_row	1001	1024	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED"", ""src/schemes.rs:1001 schemes::tests::a_user_file_may_retune_a_bundled_scheme_without_doubling_its_row""]"	"[""\""mine.json\"""", ""\""../../../assets/schemes/nord.json\"""", ""\""\\\""background\\\"": \\\""#2e3440\\\""\"""", ""\""\\\""background\\\"": \\\""#111827\\\""\"""", ""\""Nord\"""", ""\""one row, not two\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_written_scheme_is_the_bundled_file_it_was_copied_from	1036	1052	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED"", ""src/schemes.rs:1036 schemes::tests::a_written_scheme_is_the_bundled_file_it_was_copied_from""]"	"[""\""../../../assets/schemes/folio-dark.json\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_rescan_moves_the_selected_scheme_and_only_the_selected_one	1126	1167	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED"", ""src/schemes.rs:1126 schemes::tests::a_rescan_moves_the_selected_scheme_and_only_the_selected_one""]"	"[""\""mine.json\"""", ""\""../../../assets/schemes/nord.json\"""", ""\""\\\""background\\\"": \\\""#2e3440\\\""\"""", ""\""\\\""background\\\"": \\\""#111827\\\""\"""", ""\""\"""", ""\""Nord\"""", ""\""Nord\"""", ""\""nord.json\"""", ""\""Folio Light\"""", ""\""Folio Dark\"""", ""\""Folio Light\"""", ""\""folio-light.json\"""", ""\""Folio Dark\"""", ""\""folio-dark.json\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_broken_file_keeps_the_palette_and_is_reported_once_until_it_is_fixed	1172	1232	existing	"[""named body / positive requirement""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED"", ""src/schemes.rs:1172 schemes::tests::a_broken_file_keeps_the_palette_and_is_reported_once_until_it_is_fixed""]"	"[""\""mine.json\"""", ""r##\""{\""name\"":\""Mine\"",\""background\"":\""#nope\""}\""##"", ""\""Mine\"""", ""\""mine.json\"""", ""\""\"""", ""\""Mine\"""", ""\""the palette in force does not move\"""", ""\""mine.json\"""", ""\""a new fault is said\"""", ""\""mine.json\"""", ""\""background\"""", ""\""and it names the key: {reason}\"""", ""\""a broken file has not gone anywhere\"""", ""\""\"""", ""\""Mine\"""", ""\""mine.json\"""", ""\""one card, not one per save\"""", ""\""mine.json\"""", ""\""../../../assets/schemes/nord.json\"""", ""\""Nord\"""", ""\""Mine\"""", ""\""\"""", ""\""Mine\"""", ""\""\"""", ""\""Mine\"""", ""\""a fault that was good in between is news again\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_scheme_renamed_in_its_own_file_is_followed_by_the_row_that_wore_it	1256	1330	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED"", ""src/schemes.rs:1256 schemes::tests::a_scheme_renamed_in_its_own_file_is_followed_by_the_row_that_wore_it""]"	"[""\""mine.json\"""", ""\""../../../assets/schemes/nord.json\"""", ""\""\\\""name\\\"": \\\""Nord\\\""\"""", ""\""\\\""name\\\"": \\\""Midnight\\\""\"""", ""\""\\\""background\\\"": \\\""#2e3440\\\""\"""", ""\""\\\""background\\\"": \\\""#111827\\\""\"""", ""\""\"""", ""\""Mine\"""", ""\""Mine\"""", ""\""mine.json\"""", ""\""Midnight\"""", ""\""the dark row follows its own file to the name it now carries\"""", ""\""and nothing disappeared: the file is right there\"""", ""\""the colours in force are the file's own and not the default the \\\n             row is about to stop naming\"""", ""\""Mine\"""", ""\""Mine\"""", ""\""Mine\"""", ""\""mine.json\"""", ""\""Mine\"""", ""\""mine.json\"""", ""\""Midnight\"""", ""\""and only the canvas the file actually paints follows it: the other \\\n             row was never resolving through this file\"""", ""\""\"""", ""\""Folio Dark\"""", ""\""Folio Dark\"""", ""\""folio-dark.json\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_rename_onto_a_name_the_catalogue_holds_replaces_it_and_the_row_follows	1346	1387	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED"", ""src/schemes.rs:1346 schemes::tests::a_rename_onto_a_name_the_catalogue_holds_replaces_it_and_the_row_follows""]"	"[""\""mine.json\"""", ""\""../../../assets/schemes/nord.json\"""", ""\""\\\""background\\\"": \\\""#2e3440\\\""\"""", ""\""\\\""background\\\"": \\\""#111827\\\""\"""", ""\""Nord\"""", ""\""mine.json\"""", ""\""the reader's file is what the name means now — the format's own rule\"""", ""\""\"""", ""\""Mine\"""", ""\""Mine\"""", ""\""mine.json\"""", ""\""Nord\"""", ""\""the row follows the file to the name it took over\"""", ""\""and wears the file's colours, which is what the reader edited\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::the_user_files_list_is_the_folder_and_only_the_folder	1392	1420	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED"", ""src/schemes.rs:1392 schemes::tests::the_user_files_list_is_the_folder_and_only_the_folder""]"	"[""\""mine.json\"""", ""\""../../../assets/schemes/nord.json\"""", ""\""\\\""name\\\"": \\\""Nord\\\""\"""", ""\""\\\""name\\\"": \\\""Midnight\\\""\"""", ""\""day.json\"""", ""\""../../../assets/schemes/folio-light.json\"""", ""\""\\\""name\\\"": \\\""Folio Light\\\""\"""", ""\""\\\""name\\\"": \\\""Day\\\""\"""", ""\""Midnight\"""", ""\""mine.json\"""", ""\""Day\"""", ""\""day.json\"""", ""\""both canvases in one list: a light scheme must be deletable while \\\n             a dark one is in force, which is the dance the menu exists to end\"""", ""\""a folder with nothing in it offers nothing, whatever the \\\n             executable carries\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_file_that_left_the_folder_falls_to_the_default_and_says_so_once	1429	1446	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED""]"	"[""\""\"""", ""\""Mine\"""", ""\""Mine\"""", ""\""mine.json\"""", ""\""Mine\"""", ""\""Folio Dark\"""", ""\""a missing file is not a broken one\"""", ""\""\"""", ""\""Mine\"""", ""\""said once\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_deletion_this_window_made_raises_one_card_not_two	1467	1496	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED""]"	"[""\""\"""", ""\""\"""", ""\""the press said it; the watcher must not say it again\"""", ""\""Mine\"""", ""\""\"""", ""\""Mine\"""", ""\""mine.json\"""", ""\""Mine\"""", ""\""Folio Light\"""", ""\""a file that left on its own is still news\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_name_that_never_resolved_is_never_reported_as_gone	1502	1514	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED""]"	"[""\""\"""", ""\""A Scheme Nobody Wrote\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::a_bundled_scheme_paints_the_chrome_as_well_as_the_grid	1519	1526	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED""]"	"[""\""Solarized Dark\""""]"
1f1d2daa	src/schemes.rs	schemes::tests::every_bundled_scheme_gives_a_floating_tag_a_face_a_hairline_and_an_ink_that_reads	1551	1608	existing	"[""source fixture / path (§6.2(c))""]"	"[""include_str!(\""../../../assets/schemes/dracula.json\"")"", ""include_str!(\""../../../assets/schemes/folio-dark.json\"")"", ""include_str!(\""../../../assets/schemes/folio-light.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-dark.json\"")"", ""include_str!(\""../../../assets/schemes/gruvbox-light.json\"")"", ""include_str!(\""../../../assets/schemes/nord.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-dark.json\"")"", ""include_str!(\""../../../assets/schemes/one-half-light.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-dark.json\"")"", ""include_str!(\""../../../assets/schemes/solarized-light.json\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/schemes.rs:109 schemes::BUNDLED""]"	"[""\""{name}: a tag's face is `--menu`\"""", ""\""{name}: a tag with no hairline\"""", ""\""{name}: a tag's ink over its own face is {ratio:.2}:1\"""", ""\""file:///C:/notes/readme.md · Ctrl+click opens in default app\"""", ""\""{name}: a face and its hairline\"""", ""\""{name}: the face\"""", ""\""{name}: the hairline\"""", ""\""{name}: one run of words\"""", ""\""{name}: the ink\"""", ""\""{name}: the retired chip was legible at {retired:.2}:1, so this \\\n                     gate is measuring something other than the reported defect\""""]"
1f1d2daa	src/seats.rs	seats::tests::one_function_draws_every_inline_name_editors_caret	25707	25738	existing	"[""named body / positive requirement"", ""arity / uniqueness""]"	"[""include_str!(\""seats.rs\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/seats.rs:25707 seats::tests::one_function_draws_every_inline_name_editors_caret""]"	"[""\""seats.rs\"""", ""\""\nmod tests {\"""", ""\""a split always yields a first piece\"""", ""\""inline_rename_marks(\"""", ""\""one definition and six callers — the strip, the rail, the preview \\\n             head, the address row that took the head's field on 2026-08-24, \\\n             the breadcrumb's last segment since B5, and a files tree row since \\\n             0.3\"""", ""\""TAB_RENAME_CARET_LOGICAL_PX\"""", ""\""the caret's width is declared once and read once\"""", ""\""INLINE_RENAME_LINE_LOGICAL_PX\"""", ""\""and so is the line it stands in — its declaration, the doc line              that names it from `inline_rename_marks`, and the one read\""""]"
